,2016,0.00
01,2016,77.83
01001,2016,80.05
01003,2016,64.63
01005,2016,90.67
01007,2016,75.48
01009,2016,55.13
01011,2016,91.35
01013,2016,92.12
01015,2016,76.23
01017,2016,88.54
01019,2016,66.05
01021,2016,73.09
01023,2016,80.22
01025,2016,93.04
01027,2016,81.89
01029,2016,73.18
01031,2016,77.19
01033,2016,64.95
01035,2016,71.41
01037,2016,87.71
01039,2016,77.21
01041,2016,87.81
01043,2016,60.77
01045,2016,76.97
01047,2016,74.39
01049,2016,62.84
01051,2016,79.84
01053,2016,88.48
01055,2016,74.51
01057,2016,76.80
01059,2016,48.41
01061,2016,74.90
01063,2016,90.15
01065,2016,79.61
01067,2016,85.62
01069,2016,78.34
01071,2016,69.92
01073,2016,81.64
01075,2016,61.56
01077,2016,64.96
01079,2016,77.67
01081,2016,73.60
01083,2016,72.65
01085,2016,88.64
01087,2016,89.22
01089,2016,68.55
01091,2016,65.80
01093,2016,57.77
01095,2016,62.06
01097,2016,82.61
01099,2016,90.90
01101,2016,86.22
01103,2016,73.08
01105,2016,82.09
01107,2016,76.20
01109,2016,83.55
01111,2016,70.63
01113,2016,72.80
01115,2016,69.24
01117,2016,62.84
01119,2016,80.88
01121,2016,86.45
01123,2016,87.98
01125,2016,76.67
01127,2016,57.42
01129,2016,57.37
01131,2016,84.31
01133,2016,66.59
02701,2016,20.89
02702,2016,19.32
02703,2016,9.90
02704,2016,16.27
02705,2016,13.04
02707,2016,20.00
02708,2016,10.91
02709,2016,23.98
02710,2016,15.56
02711,2016,14.89
02712,2016,11.35
02713,2016,23.08
02714,2016,31.56
02715,2016,15.15
02716,2016,20.55
02717,2016,25.00
02718,2016,19.63
02719,2016,29.28
02720,2016,31.31
02721,2016,31.05
02722,2016,19.31
02723,2016,14.43
02724,2016,34.89
02725,2016,24.24
02726,2016,30.94
02727,2016,25.55
02728,2016,28.41
02729,2016,19.09
02730,2016,25.39
02731,2016,11.73
02732,2016,13.14
02733,2016,17.37
02734,2016,22.28
02735,2016,19.53
02736,2016,17.03
02737,2016,21.80
02738,2016,16.67
02739,2016,25.68
02740,2016,14.10
04001,2016,65.31
04003,2016,55.95
04005,2016,42.16
04007,2016,58.33
04009,2016,48.37
04011,2016,54.56
04012,2016,51.37
04013,2016,56.71
04015,2016,55.74
04017,2016,59.21
04019,2016,55.74
04021,2016,60.64
04023,2016,64.81
04025,2016,51.79
04027,2016,62.35
05,2016,66.08
05001,2016,83.31
05003,2016,47.41
05005,2016,62.37
05007,2016,54.02
05009,2016,59.20
05011,2016,83.22
05013,2016,45.53
05015,2016,48.17
05017,2016,81.08
05019,2016,75.17
05021,2016,52.03
05023,2016,68.66
05025,2016,68.83
05027,2016,73.85
05029,2016,62.15
05031,2016,64.07
05033,2016,62.53
05035,2016,76.66
05037,2016,74.22
05039,2016,56.76
05041,2016,69.23
05043,2016,67.77
05045,2016,58.47
05047,2016,67.24
05049,2016,55.42
05051,2016,68.67
05053,2016,66.28
05055,2016,65.45
05057,2016,79.47
05059,2016,63.60
05061,2016,76.54
05063,2016,64.34
05065,2016,64.82
05067,2016,72.97
05069,2016,78.74
05071,2016,62.21
05073,2016,68.68
05075,2016,49.55
05077,2016,89.60
05079,2016,75.73
05081,2016,53.13
05083,2016,68.88
05085,2016,65.63
05087,2016,41.69
05089,2016,55.80
05091,2016,76.02
05093,2016,81.95
05095,2016,60.73
05097,2016,65.97
05099,2016,59.19
05101,2016,46.94
05103,2016,75.09
05105,2016,52.85
05107,2016,75.35
05109,2016,64.16
05111,2016,72.38
05113,2016,54.36
05115,2016,57.49
05117,2016,52.03
05119,2016,76.39
05121,2016,61.96
05123,2016,80.78
05125,2016,67.37
05127,2016,63.49
05129,2016,56.38
05131,2016,60.86
05133,2016,62.30
05135,2016,64.20
