,2016,0.00
01,2016,4.43
01001,2016,3.48
01003,2016,5.93
01005,2016,3.59
01007,2016,2.11
01009,2016,2.22
01011,2016,4.15
01013,2016,2.69
01015,2016,4.78
01017,2016,3.68
01019,2016,2.83
01021,2016,2.04
01023,2016,3.17
01025,2016,2.71
01027,2016,3.09
01029,2016,2.41
01031,2016,3.64
01033,2016,3.05
01035,2016,1.30
01037,2016,2.96
01039,2016,3.37
01041,2016,2.55
01043,2016,2.66
01045,2016,3.63
01047,2016,2.63
01049,2016,2.47
01051,2016,3.58
01053,2016,3.40
01055,2016,3.27
01057,2016,2.49
01059,2016,2.55
01061,2016,2.30
01063,2016,3.66
01065,2016,2.12
01067,2016,2.81
01069,2016,4.13
01071,2016,2.83
01073,2016,6.09
01075,2016,2.87
01077,2016,5.52
01079,2016,2.87
01081,2016,7.11
01083,2016,3.90
01085,2016,3.10
01087,2016,5.25
01089,2016,5.94
01091,2016,2.41
01093,2016,2.52
01095,2016,3.23
01097,2016,4.59
01099,2016,2.86
01101,2016,7.30
01103,2016,4.53
01105,2016,0.53
01107,2016,2.54
01109,2016,3.16
01111,2016,2.92
01113,2016,2.82
01115,2016,2.69
01117,2016,5.03
01119,2016,1.41
01121,2016,3.80
01123,2016,4.20
01125,2016,4.44
01127,2016,2.37
01129,2016,1.14
01131,2016,2.27
01133,2016,2.73
02,2016,4.07
02701,2016,3.12
02702,2016,2.77
02703,2016,2.77
02704,2016,4.21
02705,2016,5.01
02706,2016,1.97
02707,2016,1.14
02708,2016,1.89
02709,2016,1.79
02710,2016,2.19
02711,2016,3.48
02712,2016,4.17
02713,2016,1.86
02714,2016,3.68
02715,2016,2.79
02716,2016,5.16
02717,2016,8.12
02718,2016,7.25
02719,2016,6.30
02720,2016,11.37
02721,2016,5.98
02722,2016,5.23
02723,2016,5.28
02724,2016,5.24
02725,2016,4.24
02726,2016,5.83
02727,2016,3.79
02728,2016,6.14
02729,2016,3.31
02730,2016,2.74
02731,2016,2.71
02732,2016,5.15
02733,2016,14.37
02734,2016,3.46
02735,2016,5.86
02736,2016,6.42
02737,2016,2.75
02738,2016,12.20
02739,2016,4.30
04001,2016,5.85
04003,2016,7.30
04005,2016,9.80
04007,2016,7.14
04009,2016,5.19
04011,2016,3.82
04012,2016,4.92
04013,2016,11.59
04015,2016,4.98
04017,2016,5.13
04019,2016,11.87
04021,2016,8.15
04023,2016,10.93
04025,2016,9.17
04027,2016,6.98
05,2016,3.72
05001,2016,2.97
05003,2016,3.11
05005,2016,4.33
05007,2016,5.35
05009,2016,4.23
05011,2016,2.58
05013,2016,1.19
05015,2016,4.97
05017,2016,2.46
05019,2016,3.88
05021,2016,1.80
05023,2016,3.06
05025,2016,2.14
05027,2016,3.27
05029,2016,1.39
05031,2016,3.84
05033,2016,2.35
05035,2016,2.39
05037,2016,1.86
05039,2016,0.23
05041,2016,1.12
05043,2016,2.16
05045,2016,3.18
05047,2016,2.85
05049,2016,2.31
05051,2016,4.27
05053,2016,1.82
05055,2016,3.44
05057,2016,3.79
05059,2016,1.89
05061,2016,2.09
05063,2016,3.93
05065,2016,2.64
05067,2016,1.87
05069,2016,1.08
05071,2016,2.91
05073,2016,1.38
05075,2016,1.69
05077,2016,1.81
05079,2016,1.13
05081,2016,1.12
05083,2016,1.93
05085,2016,2.55
05087,2016,1.66
05089,2016,4.07
05091,2016,3.03
