01001,06/2014,0.82
01003,06/2014,40.69
01005,06/2014,0.00
01007,06/2014,0.00
01009,06/2014,0.39
01011,06/2014,0.00
01013,06/2014,1.32
01015,06/2014,25.05
01017,06/2014,0.00
01019,06/2014,0.88
01021,06/2014,1.34
01023,06/2014,0.22
01025,06/2014,11.47
01027,06/2014,0.81
01029,06/2014,0.00
01031,06/2014,0.04
01033,06/2014,1.65
01035,06/2014,12.80
01037,06/2014,0.00
01039,06/2014,0.33
01041,06/2014,0.00
01043,06/2014,0.86
01045,06/2014,0.00
01047,06/2014,0.16
01049,06/2014,0.75
01051,06/2014,2.41
01053,06/2014,13.30
01055,06/2014,2.52
01057,06/2014,0.49
01059,06/2014,0.00
01061,06/2014,0.00
01063,06/2014,0.00
01065,06/2014,0.00
01067,06/2014,0.00
01069,06/2014,1.36
01071,06/2014,28.51
01073,06/2014,4.43
01075,06/2014,0.00
01077,06/2014,1.60
01079,06/2014,1.09
01081,06/2014,1.43
01083,06/2014,3.34
01085,06/2014,0.49
01087,06/2014,0.00
01089,06/2014,2.56
01091,06/2014,0.36
01093,06/2014,0.05
01095,06/2014,0.22
01097,06/2014,39.46
01099,06/2014,1.24
01101,06/2014,4.92
01103,06/2014,0.19
01105,06/2014,0.00
01107,06/2014,0.00
01109,06/2014,2.01
01111,06/2014,0.00
01113,06/2014,1.64
01115,06/2014,2.96
01117,06/2014,6.80
01119,06/2014,0.00
01121,06/2014,4.32
01123,06/2014,0.13
01125,06/2014,1.29
01127,06/2014,0.19
01129,06/2014,1.76
01131,06/2014,0.24
01133,06/2014,0.00
02013,06/2014,0.00
02016,06/2014,0.00
02020,06/2014,0.02
02050,06/2014,0.00
02060,06/2014,0.00
02068,06/2014,0.00
02070,06/2014,0.00
02090,06/2014,0.00
02100,06/2014,0.00
02110,06/2014,0.01
02122,06/2014,0.00
02130,06/2014,0.00
02150,06/2014,0.00
02164,06/2014,0.00
02170,06/2014,0.00
02180,06/2014,0.00
02185,06/2014,0.00
02188,06/2014,0.00
02220,06/2014,0.00
02240,06/2014,0.00
02261,06/2014,0.00
