,2016,0.00
01,2016,43.42
01001,2016,44.57
01003,2016,46.87
01005,2016,50.16
01007,2016,49.46
01009,2016,48.75
01011,2016,56.50
01013,2016,53.78
01015,2016,45.06
01017,2016,47.52
01019,2016,52.10
01021,2016,49.43
01023,2016,49.93
01025,2016,50.22
01027,2016,47.48
01029,2016,48.30
01031,2016,41.40
01033,2016,47.45
01035,2016,59.02
01037,2016,55.32
01039,2016,48.14
01041,2016,54.50
01043,2016,50.65
01045,2016,45.28
01047,2016,59.70
01049,2016,47.59
01051,2016,47.49
01053,2016,49.33
01055,2016,46.09
01057,2016,49.86
01059,2016,51.47
01061,2016,48.62
01063,2016,53.85
01065,2016,52.07
01067,2016,46.79
01069,2016,40.39
01071,2016,49.89
01073,2016,35.02
01075,2016,50.43
01077,2016,42.14
01079,2016,52.89
01081,2016,32.96
01083,2016,43.03
01085,2016,59.52
01087,2016,47.91
01089,2016,36.18
01091,2016,53.95
01093,2016,52.92
01095,2016,49.51
01097,2016,45.22
01099,2016,52.06
01101,2016,39.42
01103,2016,44.59
01105,2016,51.73
01107,2016,44.05
01109,2016,46.02
01111,2016,51.59
01113,2016,47.45
01115,2016,44.60
01117,2016,34.35
01119,2016,59.36
01121,2016,51.05
01123,2016,52.78
01125,2016,37.46
01127,2016,55.11
01129,2016,53.78
01131,2016,54.36
01133,2016,56.12
02,2016,33.50
02701,2016,34.81
02702,2016,35.57
02703,2016,27.17
02704,2016,24.92
02705,2016,27.89
02706,2016,31.18
02707,2016,38.58
02708,2016,43.86
02709,2016,30.22
02710,2016,43.55
02711,2016,30.36
02712,2016,29.86
02713,2016,28.57
02714,2016,29.35
02715,2016,28.29
02716,2016,32.63
02717,2016,36.36
02718,2016,36.52
02719,2016,37.80
02720,2016,27.01
02721,2016,32.91
02722,2016,36.93
02723,2016,38.28
02724,2016,30.11
02725,2016,34.11
02726,2016,28.45
02727,2016,28.71
02728,2016,33.11
02729,2016,37.09
02730,2016,37.39
02731,2016,36.58
02732,2016,35.60
02733,2016,25.99
02734,2016,30.25
02735,2016,36.26
02736,2016,37.61
02737,2016,33.94
02738,2016,9.76
02739,2016,47.31
02740,2016,42.86
04001,2016,42.96
04003,2016,49.28
04005,2016,37.83
04007,2016,52.86
04009,2016,39.03
04011,2016,44.83
04012,2016,66.52
04013,2016,44.77
04015,2016,64.65
04017,2016,41.08
04019,2016,43.25
04021,2016,51.41
04023,2016,45.71
04025,2016,47.27
04027,2016,48.45
05,2016,32.80
05001,2016,38.46
05003,2016,40.44
05005,2016,43.92
05007,2016,27.87
05009,2016,40.73
05011,2016,44.24
05013,2016,41.77
05015,2016,37.31
05017,2016,51.11
05019,2016,26.38
05021,2016,40.72
05023,2016,36.83
05025,2016,33.65
05027,2016,36.52
05029,2016,36.19
05031,2016,27.95
