AK,2010,5405.00
AL,2010,3839.00
AR,2010,8831.00
AZ,2010,2267.00
CA,2010,65036.00
CO,2010,12285.00
CT,2010,8209.00
DE,2010,4947.00
FL,2010,20110.00
GA,2010,9722.00
HI,2010,10425.00
IA,2010,14374.00
ID,2010,4649.00
IL,2010,42294.00
IN,2010,15846.00
KS,2010,7800.00
KY,2010,7013.00
LA,2010,2069.00
MA,2010,35271.00
MD,2010,10132.00
ME,2010,2602.00
MI,2010,21167.00
MN,2010,8922.00
MO,2010,16215.00
MS,2010,1217.00
MT,2010,1896.00
NC,2010,14899.00
ND,2010,1086.00
NE,2010,11144.00
NH,2010,1586.00
NJ,2010,17164.00
NM,2010,4769.00
NV,2010,3046.00
NY,2010,56322.00
OH,2010,53814.00
OK,2010,11088.00
OR,2010,43755.00
PA,2010,38523.00
RI,2010,5872.00
SC,2010,8197.00
SD,2010,7786.00
TN,2010,29919.00
TX,2010,7474.00
UT,2010,4683.00
VA,2010,7463.00
VT,2010,758.00
WA,2010,44135.00
WI,2010,14470.00
WV,2010,7171.00
WY,2010,3066.00
