,2016,0.00
21055,2016,34.65
21057,2016,24.72
21059,2016,36.89
21061,2016,20.98
21063,2016,38.46
21065,2016,24.39
21067,2016,29.10
21069,2016,31.40
21071,2016,25.34
21073,2016,33.40
21075,2016,35.44
21077,2016,28.28
21079,2016,33.41
21081,2016,35.10
21083,2016,49.63
21085,2016,27.62
21087,2016,24.68
21089,2016,36.89
21091,2016,40.20
21093,2016,33.07
21095,2016,31.88
21097,2016,35.51
21099,2016,32.99
21101,2016,42.90
21103,2016,37.16
21105,2016,59.28
21107,2016,33.90
21109,2016,31.15
21111,2016,28.60
21113,2016,39.04
21115,2016,20.10
21117,2016,33.35
21119,2016,33.33
21121,2016,23.09
21123,2016,37.41
21125,2016,25.98
21127,2016,25.13
21129,2016,24.70
21131,2016,25.72
21133,2016,19.75
21135,2016,24.98
21137,2016,35.98
21139,2016,44.94
21141,2016,39.05
21143,2016,32.88
21145,2016,43.01
21147,2016,25.71
21149,2016,37.37
21151,2016,33.99
21153,2016,19.46
21155,2016,27.83
21157,2016,44.62
21159,2016,20.51
21161,2016,29.20
21163,2016,30.17
21165,2016,29.44
21167,2016,38.41
21169,2016,31.05
21171,2016,21.59
21173,2016,35.73
21175,2016,40.85
21177,2016,34.73
21179,2016,34.95
21181,2016,30.34
21183,2016,30.00
21185,2016,32.05
21187,2016,39.05
21189,2016,21.56
21191,2016,36.87
21193,2016,28.86
21195,2016,22.94
21197,2016,24.85
21199,2016,32.30
21201,2016,14.81
21203,2016,29.12
21205,2016,34.95
21207,2016,28.24
21209,2016,35.40
21211,2016,34.68
21213,2016,40.77
21215,2016,39.58
21217,2016,30.25
21219,2016,36.03
21221,2016,33.05
21223,2016,44.76
21225,2016,39.33
21227,2016,33.64
21229,2016,34.78
21231,2016,26.15
21233,2016,49.36
21235,2016,25.36
21237,2016,38.54
21239,2016,28.12
22,2016,37.87
22001,2016,38.22
22003,2016,50.09
22005,2016,42.30
22007,2016,33.20
22009,2016,29.17
22011,2016,46.28
22013,2016,47.41
22015,2016,45.40
22017,2016,43.91
22019,2016,45.23
22021,2016,40.00
22023,2016,37.12
22025,2016,40.51
22027,2016,37.03
22029,2016,30.35
22031,2016,46.39
22033,2016,41.26
22035,2016,30.47
22037,2016,40.27
22039,2016,37.82
22041,2016,40.48
22043,2016,42.17
22045,2016,37.19
22047,2016,32.31
22049,2016,47.53
22051,2016,29.03
22053,2016,39.03
22055,2016,37.88
22057,2016,32.14
22059,2016,38.10
22061,2016,44.85
22063,2016,42.89
22065,2016,21.72
22067,2016,35.10
22069,2016,37.81
22071,2016,25.91
22073,2016,39.47
