,2014,0.00
00213,2014,0.00
00216,2014,0.00
00220,2014,0.00
00250,2014,0.00
00260,2014,0.00
00268,2014,0.00
00270,2014,0.00
00290,2014,0.00
01,2014,30.69
01001,2014,23.12
01003,2014,15.83
01005,2014,50.25
01007,2014,23.18
01009,2014,11.25
01011,2014,75.59
01013,2014,41.93
01015,2014,31.05
01017,2014,43.76
01019,2014,20.73
01021,2014,18.13
01023,2014,98.30
01025,2014,65.17
01027,2014,22.44
01029,2014,13.92
01031,2014,20.66
01033,2014,0.00
01035,2014,50.41
01037,2014,40.23
01039,2014,18.22
01041,2014,29.13
01043,2014,0.00
01045,2014,24.02
01047,2014,98.08
01049,2014,0.00
01051,2014,21.61
01053,2014,28.71
01055,2014,0.00
01057,2014,0.00
01059,2014,0.00
01061,2014,15.57
01063,2014,99.70
01065,2014,98.56
01067,2014,33.44
01069,2014,24.22
01071,2014,0.00
01073,2014,55.53
01075,2014,0.00
01077,2014,0.00
01079,2014,0.00
01081,2014,37.62
01083,2014,0.00
01085,2014,99.20
01087,2014,83.34
01089,2014,0.00
01091,2014,98.54
01093,2014,0.00
01095,2014,0.00
01097,2014,40.32
01099,2014,40.90
01101,2014,57.93
01103,2014,0.00
01105,2014,98.98
01107,2014,96.69
01109,2014,37.41
01111,2014,27.87
01113,2014,51.37
01115,2014,15.38
01117,2014,19.65
01119,2014,98.95
01121,2014,37.59
01123,2014,28.95
01125,2014,57.53
01127,2014,0.00
01129,2014,31.34
01131,2014,98.53
01133,2014,0.00
02,2014,40.97
02100,2014,0.00
02110,2014,0.00
02122,2014,0.00
02130,2014,0.00
02150,2014,0.00
02164,2014,0.00
02170,2014,0.00
02180,2014,0.00
02185,2014,0.00
02188,2014,0.00
02201,2014,0.00
02220,2014,0.00
02232,2014,0.00
02240,2014,0.00
02261,2014,0.00
02270,2014,0.00
02280,2014,0.00
02282,2014,0.00
02290,2014,0.00
02701,2014,39.65
02702,2014,44.90
02703,2014,33.62
02704,2014,32.44
04,2014,39.25
04001,2014,74.51
04003,2014,40.09
04005,2014,62.62
04007,2014,34.69
04009,2014,33.08
04011,2014,48.71
04012,2014,23.37
04013,2014,34.39
04015,2014,22.61
04017,2014,51.47
04019,2014,52.15
04021,2014,38.81
04023,2014,62.05
04025,2014,29.92
04027,2014,38.86
05,2014,30.67
05001,2014,34.88
05003,2014,45.11
05005,2014,22.30
05007,2014,0.00
05009,2014,0.00
05011,2014,50.00
05013,2014,44.19
05015,2014,0.00
05017,2014,59.44
05019,2014,54.84
05021,2014,26.59
05023,2014,31.05
05025,2014,39.43
05027,2014,41.26
05029,2014,42.44
05031,2014,26.09
05033,2014,7.51
05035,2014,49.28
05037,2014,31.70
05039,2014,52.63
05041,2014,54.42
05043,2014,47.70
05045,2014,34.60
05047,2014,36.05
05049,2014,30.61
05051,2014,34.52
05053,2014,34.88
05055,2014,23.88
05057,2014,43.00
05059,2014,42.11
05061,2014,44.72
05063,2014,27.53
05065,2014,28.36
05067,2014,34.99
05069,2014,66.96
05071,2014,42.75
05073,2014,48.15
05075,2014,26.20
05077,2014,56.27
05079,2014,40.12
05081,2014,44.83
05083,2014,40.03
05085,2014,21.66
05087,2014,34.30
05089,2014,0.00
05091,2014,34.70
05093,2014,41.14
05095,2014,43.69
05097,2014,35.56
05099,2014,51.55
05101,2014,19.66
05103,2014,52.06
05105,2014,35.29
05107,2014,59.01
05109,2014,36.27
05111,2014,27.11
05113,2014,26.37
05115,2014,0.00
05117,2014,29.37
05119,2014,54.43
05121,2014,29.47
05123,2014,56.17
05125,2014,29.32
05127,2014,31.73
05129,2014,19.37
05131,2014,2.94
05133,2014,37.10
05135,2014,24.39
05137,2014,27.60
05139,2014,40.06
05141,2014,32.51
05143,2014,0.00
05145,2014,24.86
05147,2014,49.21
05149,2014,64.81
06,2014,54.71
06001,2014,78.61
06003,2014,0.00
06005,2014,0.00
06007,2014,43.94
06009,2014,0.00
06011,2014,36.55
06013,2014,66.08
06015,2014,51.21
06017,2014,0.00
06019,2014,37.84
06021,2014,29.43
06023,2014,68.43
06025,2014,66.72
06027,2014,38.48
06029,2014,29.51
06031,2014,29.06
06033,2014,64.42
06035,2014,22.54
06037,2014,63.00
06039,2014,21.98
06041,2014,81.13
06043,2014,0.00
06045,2014,72.01
06047,2014,45.01
06049,2014,26.11
06051,2014,45.97
06053,2014,72.01
06055,2014,74.12
06057,2014,43.43
06059,2014,38.60
06061,2014,5.23
06063,2014,36.97
06065,2014,47.17
06067,2014,59.04
06069,2014,68.89
06071,2014,44.28
06073,2014,48.33
06075,2014,82.84
06077,2014,49.24
06079,2014,49.93
06081,2014,74.86
06083,2014,53.28
06085,2014,63.05
06087,2014,78.22
06089,2014,35.54
06091,2014,35.28
06093,2014,35.36
06095,2014,63.43
06097,2014,75.76
06099,2014,43.63
06101,2014,37.86
06103,2014,31.17
06105,2014,51.66
06107,2014,29.39
06109,2014,0.00
06111,2014,44.64
06113,2014,66.85
06115,2014,37.20
08,2014,46.81
08001,2014,51.16
08003,2014,42.51
08005,2014,45.53
08007,2014,29.79
08009,2014,17.86
08011,2014,31.12
08013,2014,68.52
08014,2014,50.41
08015,2014,46.14
08017,2014,9.97
08019,2014,51.31
08021,2014,45.05
08023,2014,64.97
08025,2014,24.74
08027,2014,25.24
08029,2014,21.94
08031,2014,70.99
08033,2014,21.39
08035,2014,29.74
08037,2014,47.28
08039,2014,17.55
08041,2014,40.42
08043,2014,38.07
08045,2014,36.28
08047,2014,54.15
08049,2014,41.83
08051,2014,46.94
08053,2014,27.27
08055,2014,44.58
08057,2014,12.53
08059,2014,50.90
08061,2014,11.24
08063,2014,13.19
08065,2014,47.07
08067,2014,42.50
08069,2014,48.91
08071,2014,39.02
08073,2014,15.60
08075,2014,20.19
08077,2014,22.78
08079,2014,32.03
08081,2014,11.76
08083,2014,27.56
08085,2014,20.97
08087,2014,24.14
08089,2014,32.83
08091,2014,43.74
08093,2014,36.93
08095,2014,17.18
08097,2014,60.36
08099,2014,21.83
08101,2014,46.53
08103,2014,9.03
08105,2014,30.80
08107,2014,44.93
08109,2014,50.27
08111,2014,43.18
08113,2014,60.81
08115,2014,19.43
08117,2014,61.45
08119,2014,35.19
08121,2014,9.95
08123,2014,29.39
08125,2014,12.64
09,2014,59.81
09001,2014,54.09
09003,2014,61.79
09005,2014,48.37
09007,2014,59.90
09009,2014,63.88
09011,2014,66.40
09013,2014,60.89
09015,2014,62.49
10,2014,59.26
10001,2014,52.60
10003,2014,66.27
10005,2014,48.37
12,2014,42.62
12001,2014,53.55
12003,2014,0.00
12005,2014,30.09
12007,2014,24.00
12009,2014,34.95
12011,2014,72.82
12013,2014,33.51
12015,2014,37.20
12017,2014,33.05
12019,2014,21.07
12021,2014,27.31
12023,2014,26.39
12027,2014,42.33
12029,2014,21.81
12031,2014,18.45
12033,2014,31.10
12035,2014,40.82
12037,2014,41.84
12039,2014,72.54
12041,2014,17.63
12043,2014,36.26
12045,2014,32.73
12047,2014,36.99
12049,2014,35.25
12051,2014,56.28
12053,2014,32.72
12055,2014,32.36
12057,2014,40.67
12059,2014,18.36
12061,2014,30.61
12063,2014,41.34
12065,2014,55.72
12067,2014,15.65
12069,2014,34.33
12071,2014,34.85
12073,2014,64.73
12075,2014,27.30
12077,2014,34.64
12079,2014,45.26
12081,2014,37.26
12083,2014,37.13
12085,2014,55.42
12086,2014,65.73
12087,2014,51.83
12089,2014,0.00
12091,2014,18.03
12093,2014,33.20
12095,2014,50.07
12097,2014,52.92
12099,2014,72.56
12103,2014,0.00
12105,2014,40.20
12107,2014,34.27
12109,2014,27.67
12111,2014,64.66
12113,2014,17.26
12115,2014,39.08
12117,2014,32.35
12119,2014,27.57
12121,2014,23.48
12123,2014,35.16
12125,2014,18.90
12127,2014,41.27
12129,2014,43.31
12131,2014,19.36
12133,2014,29.34
13,2014,41.48
13001,2014,27.08
13003,2014,0.00
13005,2014,15.06
13007,2014,55.47
13009,2014,48.50
13011,2014,12.53
13013,2014,21.52
13015,2014,0.00
13017,2014,0.00
13019,2014,0.00
13021,2014,49.96
13023,2014,0.00
13025,2014,14.37
13027,2014,0.00
13029,2014,24.05
13031,2014,41.42
13033,2014,55.94
13035,2014,28.46
13037,2014,65.11
13039,2014,29.91
13043,2014,38.49
13045,2014,0.00
13047,2014,0.00
13049,2014,27.76
13051,2014,50.84
13053,2014,52.60
13055,2014,0.00
13057,2014,0.00
13059,2014,65.14
13061,2014,63.47
13063,2014,100.00
13065,2014,26.66
13067,2014,30.97
13069,2014,38.04
13071,2014,0.00
13073,2014,28.43
13075,2014,0.00
13077,2014,0.00
13079,2014,37.92
13081,2014,44.66
13083,2014,0.00
13085,2014,13.05
13087,2014,44.42
13089,2014,86.24
13091,2014,0.00
13093,2014,55.81
13095,2014,68.75
13097,2014,100.00
13099,2014,54.73
13101,2014,12.60
13103,2014,23.27
13105,2014,34.83
13107,2014,39.72
13109,2014,42.98
13111,2014,20.25
13113,2014,17.33
13115,2014,0.00
13117,2014,15.87
13119,2014,16.08
13121,2014,68.92
13123,2014,18.90
13125,2014,12.05
13127,2014,30.80
13129,2014,0.00
13131,2014,38.39
13133,2014,33.13
13135,2014,48.03
13137,2014,16.92
13139,2014,18.42
13141,2014,76.50
13143,2014,0.00
13145,2014,0.00
13147,2014,27.11
13149,2014,0.00
13151,2014,53.34
13153,2014,0.00
13155,2014,0.00
13157,2014,16.41
13159,2014,28.80
13161,2014,27.77
13163,2014,52.13
13165,2014,47.39
13167,2014,29.64
13169,2014,0.00
13171,2014,0.00
13173,2014,0.00
13175,2014,44.06
13177,2014,26.28
13179,2014,59.17
13181,2014,30.95
13183,2014,35.09
13185,2014,2.14
13187,2014,20.21
13189,2014,36.58
13191,2014,40.74
13193,2014,69.05
13195,2014,22.13
13197,2014,50.88
13199,2014,0.00
13201,2014,30.73
13205,2014,52.00
13207,2014,0.00
13209,2014,31.39
13211,2014,27.45
13213,2014,0.00
13215,2014,53.56
13217,2014,76.45
13219,2014,25.80
13221,2014,29.33
13223,2014,0.00
13225,2014,49.06
13227,2014,11.62
13229,2014,13.28
13231,2014,0.00
13233,2014,0.00
13235,2014,0.00
13237,2014,26.50
13239,2014,55.83
13241,2014,23.50
13243,2014,60.61
13245,2014,65.65
13247,2014,99.79
13249,2014,30.82
13251,2014,52.11
13253,2014,40.66
13255,2014,0.00
13257,2014,20.44
13259,2014,71.09
13261,2014,56.17
13263,2014,64.84
13265,2014,57.33
13267,2014,37.27
13269,2014,47.01
13271,2014,0.00
13273,2014,61.99
13275,2014,0.00
13277,2014,0.00
13279,2014,31.54
13281,2014,22.95
13283,2014,42.49
13285,2014,0.00
13287,2014,0.00
13289,2014,0.00
13291,2014,20.63
13293,2014,0.00
13295,2014,0.00
13297,2014,18.78
13299,2014,28.06
13301,2014,52.73
13303,2014,49.25
13305,2014,23.15
13307,2014,49.87
13309,2014,45.73
13311,2014,17.30
13313,2014,0.00
13315,2014,0.00
13317,2014,41.53
13319,2014,0.00
13321,2014,0.00
15,2014,65.36
15001,2014,79.61
15003,2014,58.17
15007,2014,82.32
15009,2014,80.90
15099,2014,77.05
16,2014,36.79
16001,2014,45.48
16003,2014,30.87
16005,2014,45.60
16007,2014,18.93
16009,2014,31.32
16011,2014,27.65
16013,2014,58.49
16015,2014,32.88
16017,2014,36.55
16019,2014,27.18
16021,2014,26.10
16023,2014,27.01
16025,2014,27.48
16027,2014,31.06
16029,2014,22.40
16031,2014,21.33
16033,2014,15.77
16035,2014,34.22
16037,2014,29.93
16039,2014,30.27
16041,2014,15.40
16043,2014,21.61
16045,2014,27.39
16047,2014,27.77
16049,2014,26.21
16051,2014,18.19
16053,2014,28.86
16055,2014,33.04
16057,2014,56.89
16059,2014,24.37
16061,2014,33.84
16063,2014,28.96
16065,2014,19.45
16067,2014,27.86
16069,2014,45.93
16071,2014,19.36
16073,2014,21.07
16075,2014,28.53
16077,2014,35.22
16079,2014,44.95
16081,2014,50.04
16083,2014,31.57
16085,2014,44.52
16087,2014,27.00
17,2014,51.09
17001,2014,20.43
17003,2014,53.22
17005,2014,33.36
17007,2014,28.25
17009,2014,19.72
17011,2014,30.95
17013,2014,41.53
17015,2014,49.78
17017,2014,28.04
17019,2014,44.91
17021,2014,23.47
17023,2014,26.09
17025,2014,20.72
17027,2014,20.09
17029,2014,29.55
17031,2014,72.78
17033,2014,27.95
17035,2014,24.67
17037,2014,38.91
17039,2014,28.70
17041,2014,20.21
17043,2014,41.69
17045,2014,27.98
17047,2014,15.93
17049,2014,18.78
17051,2014,23.69
17053,2014,17.33
17055,2014,33.76
17057,2014,62.63
17059,2014,32.18
17061,2014,33.73
17063,2014,33.16
17065,2014,24.33
17067,2014,25.37
17069,2014,25.14
17071,2014,48.21
17073,2014,43.18
17075,2014,14.58
17077,2014,37.65
17079,2014,24.96
17081,2014,32.83
17083,2014,35.25
17085,2014,45.67
17087,2014,21.26
17089,2014,39.79
17091,2014,44.86
17093,2014,37.94
17095,2014,54.90
17097,2014,44.33
17099,2014,33.44
17101,2014,28.57
17103,2014,30.04
17105,2014,20.57
17107,2014,21.02
17109,2014,31.91
17111,2014,35.26
17113,2014,31.10
17115,2014,37.72
17117,2014,41.00
17119,2014,41.64
17121,2014,25.90
17123,2014,28.25
17125,2014,33.68
17127,2014,25.65
17129,2014,22.38
17131,2014,49.48
17133,2014,33.60
17135,2014,34.99
17137,2014,23.73
17139,2014,23.76
17141,2014,23.00
17143,2014,42.33
17145,2014,30.85
17147,2014,28.71
17149,2014,23.09
17151,2014,23.18
17153,2014,44.68
17155,2014,35.87
17157,2014,37.20
17159,2014,23.16
17161,2014,54.16
17163,2014,50.18
17165,2014,25.87
17167,2014,33.72
17169,2014,26.05
17171,2014,20.49
17173,2014,25.26
17175,2014,25.36
17177,2014,52.42
17179,2014,34.10
17181,2014,27.98
17183,2014,32.27
17185,2014,22.91
17187,2014,47.92
17189,2014,19.84
17191,2014,15.94
17193,2014,26.36
17195,2014,53.69
17197,2014,45.98
17199,2014,27.42
17201,2014,37.65
17203,2014,21.25
18,2014,37.42
18001,2014,27.38
18003,2014,31.87
18005,2014,27.71
18007,2014,30.85
18009,2014,31.84
18011,2014,24.98
18013,2014,35.71
18015,2014,29.49
18017,2014,31.58
18019,2014,35.92
18021,2014,29.02
18023,2014,29.57
18025,2014,37.40
18027,2014,19.07
18029,2014,20.74
18031,2014,17.97
18033,2014,23.91
18035,2014,43.73
18037,2014,38.53
18039,2014,28.47
18041,2014,32.08
18043,2014,35.81
18045,2014,28.22
18047,2014,23.14
18049,2014,33.00
18051,2014,32.37
18053,2014,26.40
18055,2014,32.66
18057,2014,20.55
18059,2014,19.01
18061,2014,31.15
18063,2014,22.96
18065,2014,30.04
18067,2014,36.33
18069,2014,18.53
18071,2014,39.35
18073,2014,31.10
18075,2014,27.76
18077,2014,39.64
18079,2014,36.96
18081,2014,19.11
18083,2014,32.50
18085,2014,16.46
18087,2014,19.36
18089,2014,63.66
18091,2014,51.03
18093,2014,23.88
18095,2014,37.25
18097,2014,51.43
18099,2014,30.93
18101,2014,30.55
18103,2014,24.55
18105,2014,51.55
18107,2014,29.30
18109,2014,20.60
18111,2014,34.08
18113,2014,24.42
18115,2014,31.89
18117,2014,25.74
18119,2014,29.84
18121,2014,28.05
18123,2014,50.84
18125,2014,35.42
18127,2014,54.87
18129,2014,34.91
18131,2014,30.34
18133,2014,24.58
18135,2014,25.86
18137,2014,21.30
18139,2014,18.44
18141,2014,49.32
18143,2014,45.68
18145,2014,20.98
18147,2014,37.20
18149,2014,43.30
18151,2014,24.34
18153,2014,44.06
18155,2014,40.37
18157,2014,47.55
18159,2014,21.18
18161,2014,24.75
18163,2014,35.70
18165,2014,46.45
18167,2014,44.36
18169,2014,24.89
18171,2014,34.57
18173,2014,32.61
18175,2014,28.10
18177,2014,26.68
18179,2014,19.94
18181,2014,33.02
18183,2014,19.93
19,2014,45.45
19001,2014,33.87
19003,2014,33.33
19005,2014,42.97
19007,2014,44.73
19009,2014,36.16
19011,2014,40.92
19013,2014,51.93
19015,2014,48.63
19017,2014,42.61
19019,2014,48.31
19021,2014,38.78
19023,2014,33.48
19025,2014,32.47
19027,2014,36.82
19029,2014,28.09
19031,2014,49.71
19033,2014,50.48
19035,2014,36.43
19037,2014,42.99
19039,2014,47.73
19041,2014,37.41
19043,2014,43.38
19045,2014,55.00
19047,2014,32.56
19049,2014,34.51
19051,2014,46.56
19053,2014,46.96
19055,2014,40.30
19057,2014,55.62
19059,2014,37.09
19061,2014,52.34
19063,2014,39.12
19065,2014,46.35
19067,2014,47.60
19069,2014,32.40
19071,2014,30.56
19073,2014,41.15
19075,2014,27.28
19077,2014,31.61
19079,2014,38.62
19081,2014,33.60
19083,2014,36.24
19085,2014,31.87
19087,2014,42.00
19089,2014,51.87
19091,2014,30.12
19093,2014,29.85
19095,2014,38.85
19097,2014,49.29
19099,2014,50.99
19101,2014,56.31
19103,2014,68.70
19105,2014,43.61
19107,2014,39.18
19109,2014,37.75
19111,2014,54.05
19113,2014,50.94
19115,2014,40.95
19117,2014,40.95
19119,2014,16.03
19121,2014,34.55
19123,2014,33.40
19125,2014,41.04
19127,2014,46.05
19129,2014,26.00
19131,2014,43.09
19133,2014,36.61
19135,2014,44.04
19137,2014,25.30
19139,2014,48.31
19141,2014,24.73
19143,2014,20.59
19145,2014,25.71
19147,2014,40.78
19149,2014,28.34
19151,2014,29.49
19153,2014,48.28
19155,2014,33.84
19157,2014,48.31
19159,2014,33.94
19161,2014,29.87
19163,2014,50.12
19165,2014,28.89
19167,2014,14.30
19169,2014,52.60
19171,2014,45.22
19173,2014,27.47
19175,2014,37.79
19177,2014,41.90
19179,2014,50.39
19181,2014,41.06
19183,2014,44.56
19185,2014,42.42
19187,2014,42.67
19189,2014,38.85
19191,2014,50.63
19193,2014,42.16
19195,2014,47.46
19197,2014,34.70
20,2014,36.14
20001,2014,31.12
20003,2014,23.66
20005,2014,29.83
20007,2014,19.23
20009,2014,27.18
20011,2014,24.35
20013,2014,25.23
20015,2014,26.38
20017,2014,33.36
20019,2014,17.45
20021,2014,27.40
20023,2014,19.00
20025,2014,23.84
20027,2014,31.07
20029,2014,35.21
20031,2014,22.69
20033,2014,17.60
20035,2014,33.47
20037,2014,41.22
20039,2014,17.85
20041,2014,29.64
20043,2014,17.34
20045,2014,60.93
20047,2014,19.31
20049,2014,22.83
20051,2014,34.98
20053,2014,31.66
20055,2014,37.11
20057,2014,32.24
20059,2014,26.33
20061,2014,38.25
20063,2014,19.61
20065,2014,24.76
20067,2014,21.39
20069,2014,26.30
20071,2014,19.57
20073,2014,22.49
20075,2014,22.51
20077,2014,20.94
20079,2014,35.25
20081,2014,20.13
20083,2014,19.54
20085,2014,33.15
20087,2014,36.45
20089,2014,22.08
20091,2014,37.25
20093,2014,19.96
20095,2014,22.38
20097,2014,13.54
20099,2014,33.41
20101,2014,22.82
20103,2014,30.34
20105,2014,25.77
20107,2014,18.83
20109,2014,17.62
20111,2014,46.78
20113,2014,32.77
20115,2014,28.03
20117,2014,31.23
20119,2014,24.42
20121,2014,25.77
20123,2014,27.58
20125,2014,22.75
20127,2014,33.78
20129,2014,16.48
20131,2014,21.28
20133,2014,27.82
20135,2014,20.26
20137,2014,20.00
20139,2014,30.32
20141,2014,24.74
20143,2014,24.24
20145,2014,30.62
20147,2014,19.50
20149,2014,29.22
20151,2014,23.23
20153,2014,16.39
20155,2014,36.87
20157,2014,28.07
20159,2014,28.32
20161,2014,46.90
20163,2014,20.10
20165,2014,26.38
20167,2014,25.01
20169,2014,39.27
20171,2014,18.36
20173,2014,36.07
20175,2014,25.84
20177,2014,45.10
20179,2014,19.25
20181,2014,19.92
20183,2014,22.12
20185,2014,19.03
20187,2014,20.98
20189,2014,16.55
20191,2014,28.80
20193,2014,23.81
20195,2014,25.25
20197,2014,31.18
20199,2014,11.45
20201,2014,23.93
20203,2014,15.04
20205,2014,18.15
20207,2014,23.73
20209,2014,60.53
21,2014,36.36
21001,2014,17.82
21003,2014,18.36
21005,2014,30.39
21007,2014,28.32
21009,2014,27.18
21011,2014,37.89
21013,2014,15.70
21015,2014,24.55
21017,2014,35.54
21019,2014,43.41
21021,2014,37.50
21023,2014,32.08
21025,2014,32.89
21027,2014,31.49
21029,2014,32.11
21031,2014,17.17
21033,2014,24.65
21035,2014,28.72
21037,2014,34.13
21039,2014,27.13
21041,2014,43.91
21043,2014,41.41
21045,2014,15.28
21047,2014,27.28
21049,2014,32.42
21051,2014,15.92
21053,2014,13.30
21055,2014,20.50
21057,2014,15.08
21059,2014,34.98
21061,2014,20.54
21063,2014,54.70
21065,2014,25.18
21067,2014,47.34
21069,2014,29.69
21071,2014,31.44
21073,2014,48.15
21075,2014,34.07
21077,2014,38.37
21079,2014,24.04
21081,2014,26.56
21083,2014,26.70
21085,2014,23.29
21087,2014,20.24
21089,2014,41.36
21091,2014,37.75
21093,2014,33.41
21095,2014,18.66
21097,2014,40.16
21099,2014,31.79
21101,2014,34.53
21103,2014,37.67
21105,2014,28.95
21107,2014,20.81
21109,2014,11.39
21111,2014,62.27
21113,2014,26.95
21115,2014,17.09
21117,2014,31.84
21119,2014,32.86
21121,2014,15.37
21123,2014,28.82
21125,2014,15.33
21127,2014,28.44
21129,2014,16.58
21131,2014,9.80
21133,2014,22.53
21135,2014,24.89
21137,2014,24.15
21139,2014,28.66
21141,2014,29.38
21143,2014,28.26
21145,2014,28.09
21147,2014,14.60
21149,2014,29.35
21151,2014,32.75
21153,2014,27.29
21155,2014,53.12
21157,2014,31.32
21159,2014,12.95
21161,2014,32.78
21163,2014,35.12
21165,2014,38.47
21167,2014,30.59
21169,2014,33.57
21171,2014,13.12
21173,2014,34.04
21175,2014,31.87
21177,2014,34.62
21179,2014,36.32
21181,2014,35.86
21183,2014,26.48
21185,2014,29.50
21187,2014,36.34
21189,2014,13.58
21191,2014,34.37
21193,2014,21.89
21195,2014,25.12
21197,2014,35.62
21199,2014,15.03
21201,2014,39.74
21203,2014,11.69
21205,2014,36.27
21207,2014,16.87
21209,2014,33.61
21211,2014,32.76
21213,2014,30.82
21215,2014,29.08
21217,2014,29.39
21219,2014,24.12
21221,2014,24.52
21223,2014,40.19
21225,2014,22.37
21227,2014,27.19
21229,2014,33.40
21231,2014,19.79
21233,2014,26.19
21235,2014,15.09
21237,2014,41.10
21239,2014,38.34
22,2014,25.01
22001,2014,0.00
22003,2014,0.00
22005,2014,32.62
22007,2014,48.71
22009,2014,34.89
22011,2014,0.00
