AK,2013,169.00
AL,2013,459.00
AR,2013,310.00
AZ,2013,466.00
CA,2013,2950.00
CO,2013,701.00
CT,2013,543.00
DC,2013,227.00
DE,2013,152.00
FL,2013,1284.00
GA,2013,732.00
HI,2013,189.00
IA,2013,711.00
ID,2013,205.00
IL,2013,1359.00
IN,2013,749.00
KS,2013,570.00
KY,2013,474.00
LA,2013,434.00
MA,2013,1093.00
MD,2013,663.00
ME,2013,556.00
MI,2013,1097.00
MN,2013,734.00
MO,2013,786.00
MS,2013,278.00
MT,2013,304.00
NC,2013,915.00
ND,2013,179.00
NE,2013,364.00
NH,2013,407.00
NJ,2013,778.00
NM,2013,296.00
NV,2013,200.00
NY,2013,2423.00
OH,2013,1424.00
OK,2013,561.00
OR,2013,599.00
PA,2013,1690.00
RI,2013,209.00
SC,2013,410.00
SD,2013,214.00
TN,2013,571.00
TX,2013,2034.00
UT,2013,260.00
VA,2013,1057.00
VT,2013,300.00
WA,2013,736.00
WI,2013,869.00
WV,2013,264.00
WY,2013,189.00
