AK,2009,1.30
AL,2009,166.58
AR,2009,235.29
AZ,2009,18.03
CA,2009,828.50
CO,2009,31.57
CT,2009,27.24
DC,2009,0.87
DE,2009,19.53
FL,2009,31.29
GA,2009,90.22
HI,2009,0.96
IA,2009,40.05
ID,2009,8.34
IL,2009,182.67
IN,2009,313.12
KS,2009,111.12
KY,2009,162.29
LA,2009,527.66
MA,2009,41.50
MD,2009,41.99
ME,2009,3.68
MI,2009,189.13
MN,2009,34.53
MO,2009,69.55
MS,2009,63.35
MT,2009,6.30
NC,2009,72.73
ND,2009,1.30
NE,2009,31.16
NH,2009,4.54
NJ,2009,546.54
NM,2009,6.20
NV,2009,17.17
NY,2009,218.76
OH,2009,463.08
OK,2009,25.95
OR,2009,51.47
PA,2009,210.22
RI,2009,9.19
SC,2009,106.68
SD,2009,1.31
TN,2009,49.32
TX,2009,581.44
UT,2009,79.29
VA,2009,50.42
VT,2009,2.12
WA,2009,97.61
WI,2009,152.72
WV,2009,68.69
WY,2009,3.50
