AK,2013,83.77
AL,2013,94.76
AR,2013,92.80
AZ,2013,73.21
CA,2013,56.31
CO,2013,83.21
CT,2013,78.52
DC,2013,84.23
DE,2013,87.42
FL,2013,72.55
GA,2013,86.73
HI,2013,74.60
IA,2013,92.75
ID,2013,89.56
IL,2013,77.68
IN,2013,91.80
KS,2013,88.97
KY,2013,95.04
LA,2013,91.35
MA,2013,78.09
MD,2013,83.28
ME,2013,93.22
MI,2013,90.93
MN,2013,89.28
MO,2013,93.87
MS,2013,96.10
MT,2013,95.59
NC,2013,89.08
ND,2013,94.69
NE,2013,89.46
NH,2013,92.00
NJ,2013,69.98
NM,2013,63.91
NV,2013,70.65
NY,2013,70.05
OH,2013,93.37
OK,2013,90.59
OR,2013,85.19
PA,2013,89.68
RI,2013,78.87
SC,2013,93.15
SD,2013,93.20
TN,2013,93.37
TX,2013,65.27
UT,2013,85.65
VA,2013,85.10
VT,2013,94.78
WA,2013,81.45
WI,2013,91.37
WV,2013,97.59
WY,2013,93.18
